Date,Price,Open,High,Low,Vol.,Change %
1-Jan-99,890.8,886.75,892.2,882.6,31.36M,0.74%
31-Dec-98,884.25,900.55,902.9,884.25,34.69M,-1.74%
30-Dec-98,899.95,887.4,903.85,887,45.23M,3.13%
29-Dec-98,872.65,876.9,881.25,867.8,32.69M,-0.82%
28-Dec-98,879.85,869.75,882.7,866.25,38.54M,2.18%
24-Dec-98,861.1,856.3,863.5,854.75,32.98M,0.28%
23-Dec-98,858.7,866.25,874.65,858.7,31.99M,0.16%
22-Dec-98,857.3,864.55,864.9,851.35,32.83M,0.11%
21-Dec-98,856.4,845.6,859.55,845.25,26.36M,2.54%
18-Dec-98,835.2,830.3,838.8,827.3,27.46M,0.60%
17-Dec-98,830.25,835.45,845.1,827.9,35.30M,-2.50%
16-Dec-98,851.55,844.65,851.55,836.85,29.02M,0.77%
15-Dec-98,845.05,861,861.1,844.55,30.90M,-2.15%
14-Dec-98,863.6,871.65,874.75,861.95,25.68M,-0.74%
11-Dec-98,870,867.15,874.2,865.7,31.46M,0.65%
10-Dec-98,864.4,858.6,865.8,858.5,23.91M,0.92%
9-Dec-98,856.55,855.95,864.7,855.1,32.20M,0.42%
8-Dec-98,853,844.95,853.85,840.5,28.67M,0.93%
7-Dec-98,845.15,829.75,846,828.2,29.17M,2.03%
4-Dec-98,828.35,816.15,828.35,813.1,30.71M,1.38%
3-Dec-98,817.05,821.3,822.5,814.5,19.87M,-0.50%
2-Dec-98,821.15,820.35,826.05,817.35,30.21M,0.55%
1-Dec-98,816.65,816.55,820.85,812.25,27.86M,-0.13%
30-Nov-98,817.75,808.6,817.75,800.1,27.22M,0.85%
28-Nov-98,810.85,812.7,817.4,804.3,20.34M,-0.20%
27-Nov-98,812.45,823.3,824.65,810.3,35.28M,-1.46%
26-Nov-98,824.45,838.85,843.55,821.4,31.10M,-2.06%
24-Nov-98,841.75,850.05,851.55,840.75,31.23M,-0.68%
23-Nov-98,847.55,856.4,856.4,844.85,23.06M,-1.13%
21-Nov-98,857.2,857.2,857.8,854.55,6.79M,-0.09%
20-Nov-98,857.95,864.3,867.7,855.4,35.06M,-0.73%
19-Nov-98,864.3,875.25,878.8,864.3,46.82M,-1.23%
18-Nov-98,875.05,862.9,876.15,862.9,30.29M,1.66%
17-Nov-98,860.75,855.45,861.65,854.55,31.83M,0.63%
16-Nov-98,855.35,866.5,866.5,854.3,30.89M,-1.37%
13-Nov-98,867.25,871.7,877.25,865,47.81M,-0.52%
12-Nov-98,871.75,868.45,874.2,857.2,44.86M,0.33%
11-Nov-98,868.85,869.45,882.1,866.6,39.88M,0.02%
10-Nov-98,868.7,864.8,871.6,859.7,33.37M,0.47%
9-Nov-98,864.65,841.3,870.5,841.3,45.12M,2.84%
6-Nov-98,840.8,829.2,842.15,829.2,42.43M,1.41%
5-Nov-98,829.15,821.35,830.4,821.35,29.84M,1.00%
3-Nov-98,820.9,823.2,825.3,818.6,32.84M,-0.28%
2-Nov-98,823.2,824.2,829.1,812.3,29.89M,-0.16%
31-Oct-98,824.55,820.25,824.7,819.9,12.58M,-0.52%
30-Oct-98,828.85,832.65,839.2,826.85,38.30M,-0.41%
29-Oct-98,832.25,833.55,834,818.95,28.36M,-0.19%
28-Oct-98,833.85,842.8,857.75,831.55,34.89M,-0.92%
27-Oct-98,841.6,845.45,848.25,835.7,31.48M,-0.43%
26-Oct-98,845.25,817.6,854.1,817.6,31.77M,3.32%
23-Oct-98,818.05,811.85,820.35,804.7,35.96M,0.79%
22-Oct-98,811.6,809.3,825.2,805.7,28.08M,0.36%
20-Oct-98,808.7,831.15,831.45,803.3,29.71M,-2.71%
19-Oct-98,831.25,839.7,840,830.1,9.08M,-0.98%
16-Oct-98,839.5,836.25,844.7,829.25,27.61M,0.46%
15-Oct-98,835.65,843.65,845.9,832.1,27.18M,-0.94%
14-Oct-98,843.55,816.55,846.75,816.55,31.67M,3.28%
13-Oct-98,816.75,835.45,835.75,810,36.45M,-2.28%
12-Oct-98,835.8,849.7,860.9,832.1,28.13M,-1.57%
9-Oct-98,849.1,847.95,861.55,842.1,35.21M,0.14%
8-Oct-98,847.95,874.65,885.25,845.1,38.66M,-3.01%
7-Oct-98,874.25,846.15,875.75,846.05,29.68M,3.37%
6-Oct-98,845.75,839.95,848.2,820.1,28.95M,0.59%
5-Oct-98,840.75,904.75,904.75,839.3,22.44M,-7.09%
30-Sep-98,904.95,908.3,912.25,896.05,24.83M,-0.38%
29-Sep-98,908.4,928.3,932.5,902.4,29.57M,-2.10%
28-Sep-98,927.9,935.6,941.45,926,26.17M,-0.75%
25-Sep-98,934.95,935.3,945.25,933,34.92M,0.02%
24-Sep-98,934.8,908.2,936.5,908.2,34.32M,2.98%
23-Sep-98,907.75,897.9,910.75,897.9,20.94M,1.17%
22-Sep-98,897.25,897.85,900.8,891.4,27.86M,-0.05%
21-Sep-98,897.7,902.1,908.05,895.85,26.97M,-0.44%
18-Sep-98,901.65,910,910,899.95,24.65M,-0.93%
17-Sep-98,910.1,914.45,919.95,908.55,24.93M,-0.48%
16-Sep-98,914.5,921.4,926.55,912.6,26.57M,-0.68%
15-Sep-98,920.8,920.1,923.2,915.6,25.55M,0.03%
14-Sep-98,920.5,900.2,921.65,900.2,31.31M,2.31%
11-Sep-98,899.7,907.1,907.1,893.3,25.93M,-0.85%
10-Sep-98,907.4,903.15,913.2,897.35,30.96M,0.42%
9-Sep-98,903.6,900.2,916.8,900.2,34.19M,0.41%
8-Sep-98,899.95,887.25,902.05,882.6,28.27M,1.45%
7-Sep-98,887.1,866.9,889.45,866.9,35.26M,2.38%
4-Sep-98,866.5,846.9,868.05,846.9,37.68M,2.37%
3-Sep-98,846.45,842.3,852.05,838.75,25.06M,0.47%
2-Sep-98,842.5,834.55,847.95,834.55,16.88M,0.95%
1-Sep-98,834.55,852.75,852.75,832.05,26.43M,-2.14%
31-Aug-98,852.8,850.3,858.6,841.1,19.78M,0.35%
28-Aug-98,849.8,877.15,877.15,847.15,31.49M,-3.15%
27-Aug-98,877.45,872.15,889.7,872.15,32.07M,0.64%
25-Aug-98,871.9,859.85,874.15,859.85,27.81M,1.41%
24-Aug-98,859.8,855.2,860.95,845.35,21.96M,0.51%
21-Aug-98,855.45,868.55,871.15,853.4,37.41M,-1.53%
20-Aug-98,868.7,839.3,871.15,839.3,34.01M,3.63%
19-Aug-98,838.3,832.85,853.9,830.15,36.17M,0.70%
18-Aug-98,832.45,854.55,854.8,831.1,26.63M,-2.59%
17-Aug-98,854.55,864.35,873.2,853.05,19.02M,-1.11%
14-Aug-98,864.1,872.85,876.8,863.55,17.90M,-0.93%
13-Aug-98,872.25,859.8,878.4,854.5,23.53M,1.41%
12-Aug-98,860.1,866.35,871.4,853.1,23.44M,-0.74%
11-Aug-98,866.5,878.7,878.7,863.65,23.65M,-1.39%
10-Aug-98,878.75,895.15,895.15,877.55,19.26M,-1.88%
7-Aug-98,895.55,902.75,903.55,892.9,22.25M,-0.80%
6-Aug-98,902.75,907.9,919,900.2,27.18M,-0.52%
5-Aug-98,907.45,905.65,911.8,890.95,22.29M,0.14%
4-Aug-98,906.2,905.65,913.45,903.15,19.66M,0.02%
3-Aug-98,906,930.8,930.8,903.5,18.36M,-2.73%
